year,make,model,miles,trim,sold_price
2021,Chevrolet,Tahoe,10978,LS,56590
2014,Ford,Fusion,68600,SE Hybrid,16990
2009,Hyundai,Accent,37118,SE,10990
2015,Kia,Soul,70613,base,14990
2016,Kia,Soul,89352,base,14590
2021,Jeep,Grand Cherokee L,5171,Limited,49990
2019,Nissan,Murano,34449,S,28880
2018,Porsche,Macan,37548,base,44590
2017,Ford,Focus,25430,S,16990
2017,Ford,Focus,42988,SE,16590
2018,Kia,Forte,37162,LX,17995
2013,Lexus,IS,71099,IS 250,20990
2016,Toyota,Yaris,15442,L Hatchback,20990
2020,Chevrolet,Equinox,34858,LT,24990
2022,Honda,Odyssey,4466,EX-L,49590
2020,Toyota,Camry,17087,SE Nightshade Edition,31590
2015,GMC,Canyon Crew Cab,100092,SLE 5 ft,24990
2017,Mercedes-Benz,CLA,50946,CLA 250,26990
2019,MAZDA,MAZDA3,10391,Premium,28590
2017,Jeep,Cherokee,18311,Latitude,24990
2016,Chrysler,Town & Country,60748,Touring,21990
2019,Chevrolet,Equinox,29476,LT,26995
2016,MINI,Hardtop 2 Door,49107,Cooper,18990
2017,INFINITI,QX60,21448,3.5,33990
2014,Chevrolet,Malibu,85045,LT,14990
2015,Volkswagen,e-Golf,32188,SEL Premium Hatchback,20990
2020,Chevrolet,Silverado 1500 Crew Cab,10812,LT 5 3/4 ft,45990
2015,Mitsubishi,Mirage,67889,DE,12990
2013,Volkswagen,Passat,93765,2.5L SE,14590
2014,Ford,Focus,79650,SE,13990
2018,Nissan,Pathfinder,58167,S,23990
2017,Volkswagen,Jetta,71576,1.4T SE,17990
2022,GMC,Sierra 2500 HD Crew Cab,3525,SLT 6 1/2 ft,74990
2014,Ford,Escape,59898,S,16590
2020,Land Rover,Range Rover Evoque,17587,P250 SE,47990
2014,MINI,Countryman,38267,Cooper S,19990
2014,Jeep,Cherokee,74591,Limited,20590
2016,GMC,Acadia,98667,SLT-1,21990
2019,BMW,X4,25120,M40i,53990
2013,smart,fortwo,77640,Pure Hatchback,10990
2014,Audi,A6,56955,3.0T Prestige,27590
2019,Ford,Ranger SuperCrew,22906,Lariat 5 ft,38990
2022,Ford,Bronco,909,Badlands,66990
2013,Chevrolet,Impala,89734,LTZ,14990
2012,Jeep,Liberty,81688,Limited Jet Edition,16990
2018,Dodge,Durango,75598,SXT Plus,25990
2015,Toyota,Highlander,89955,XLE,25990
2022,Volkswagen,Taos,12003,SE,30990
2016,Nissan,Rogue,43953,S,19990
2014,Subaru,Impreza,75321,2.0i Premium,14990
2015,Toyota,RAV4,52712,XLE,22990
2021,Kia,Telluride,21662,S,45990
2014,Mercedes-Benz,GLK-Class,36796,GLK 350,26990
2016,Lincoln,MKZ,54231,base,22990
2013,Toyota,Camry,65916,SE,18590
2010,MAZDA,MAZDA3,88546,i Touring,12590
2022,Toyota,Camry Hybrid,1431,XLE,39990
2015,Hyundai,Elantra,66509,SE,15590
2021,Toyota,Camry,16968,SE,30990
2013,BMW,3 Series,51545,335i xDrive,26990
2013,Nissan,Altima,45282,2.5 SV,16990
2017,Acura,ILX,32338,base,25990
2016,Honda,Civic,62800,LX,19990
2022,Mercedes-Benz,GLB,5810,GLB 250 4MATIC,46990
2019,Honda,Civic,27467,LX,26590
2021,MAZDA,MAZDA3,15479,2.5 Turbo,32990
2021,Toyota,Tundra CrewMax,10464,SR5 5 1/2 ft,51990
2022,Nissan,Sentra,4138,SR,29590
2014,Ford,Expedition EL,102644,Limited,24590
2015,Lexus,IS,38224,IS 250,28590
2015,Honda,CR-V,39790,EX,23990
2018,Toyota,Highlander,73995,XLE,32990
2015,Ford,Focus,71164,Titanium,16590
2022,Hyundai,Palisade,1486,Calligraphy,56590
2015,Chevrolet,Silverado 1500 Double Cab,92760,LT 6 1/2 ft,28990
2015,Subaru,Outback,59447,2.5i Premium,22990
2019,Jeep,Compass,19685,Trailhawk,30990
2020,Honda,Civic,10411,LX,26990
2014,Lexus,IS,35490,IS 250,29590
2017,Kia,Sportage,81872,EX,19990
2019,Jeep,Renegade,22625,Latitude,25590
2014,MAZDA,MAZDA2,103089,Sport,12990
2019,GMC,Acadia,5941,SLE-2,32990
2012,Volkswagen,Passat,88492,2.5L SE,15590
2018,Volkswagen,Tiguan,71306,2.0T SEL 4MOTION,22990
2019,Kia,Soul,42714,+,19590
2015,Chrysler,200,82581,200C,17990
2013,Honda,Accord,88102,LX-S,16990
2013,Nissan,JUKE,34028,SL,20590
2021,Ram,ProMaster Cargo Van,5305,2500 High Roof,55990
2019,Honda,Civic,31036,LX,23990
2012,Chevrolet,Cruze,90252,LT,12990
2017,Honda,Accord,37687,LX-S,22990
2013,Jeep,Grand Cherokee,97568,Overland,21990
2012,Audi,A4,74997,2.0T Quattro Premium,17990
2019,Ford,Fusion,20500,SE,23990
2019,Ford,Fusion,52323,SE Hybrid,21749
2012,Volkswagen,Jetta SportWagen,70363,2.0L TDI Sport,15990
2015,Subaru,Forester,83596,2.5i Premium,19590
2015,Subaru,Impreza,81233,2.0i Sport Premium,18990
2018,Nissan,Altima,58345,2.5 SL,18995
2021,Lexus,RX,10884,RX 350,52990
2014,MINI,Clubman,53915,Cooper S,18990
2010,Dodge,Charger,77016,SXT,12990
2017,Honda,CR-V,98094,LX,21990
2010,MAZDA,Tribute,92025,i,13990
2013,FIAT,500,72569,Abarth,14590
2016,Subaru,Crosstrek,97110,2.0i Premium,20590
2019,Toyota,C-HR,44078,Limited,27990
2021,Buick,Encore GX,10949,Select,29590
2019,MAZDA,MAZDA3,26610,Select,24590
2015,Jeep,Renegade,68697,Latitude,18990
2016,Honda,Civic,29913,EX-T,24590
2015,Toyota,RAV4,68141,XLE,22590
2011,Ford,Ranger Regular Cab,28630,XL 6 ft,19990
2017,Ford,Fusion,82131,Platinum,20990
2020,Kia,Sorento,25041,S,29990
2016,Hyundai,Accent,29474,Sport,16990
2014,Dodge,Durango,103492,Limited,22990
2015,MINI,Paceman,25897,Cooper,19990
2021,Subaru,WRX,6495,WRX,33590
2013,Chevrolet,Cruze,92415,LS,13590
2010,Toyota,Camry,67622,LE,14990
2021,Tesla,Model Y,18285,Long Range,68990
2016,Volvo,S60,26475,T5 Premier,24990
2022,Honda,Odyssey,18345,EX,39990
2018,Dodge,Grand Caravan Passenger,104078,SXT,17990
2017,Mercedes-Benz,GLA,39927,GLA 250,28990
2018,Chevrolet,Equinox,46801,LT,21113
2022,Volkswagen,Taos,6326,SE 4MOTION,32990
2020,GMC,Terrain,59624,SLT,24900
2014,Jeep,Wrangler,69802,Unlimited Sport S,29590
2014,Subaru,Forester,101700,2.5i Touring,17990
2017,Subaru,Forester,75065,2.0XT Touring,24990
2018,GMC,Terrain,57576,SLE,23548
2018,Nissan,Rogue,56236,S,20990
2015,Chevrolet,Silverado 1500 Double Cab,61163,LT 6 1/2 ft,28990
2020,Ford,Mustang,11432,EcoBoost Premium,35590
2013,Cadillac,ATS,63418,2.0L Turbo Standard,19990
2015,Ford,F150 Super Cab,72702,XLT 6 1/2 ft,28990
2019,Subaru,Ascent,28837,Touring,38990
2021,Toyota,RAV4 Hybrid,11738,XSE,48990
2016,Chevrolet,Trax,34289,LS,17990
2016,BMW,5 Series,38217,528i xDrive,28990
2009,Toyota,Corolla,95004,LE,12990
2018,Chevrolet,Equinox,34427,LT,23990
2016,Subaru,Outback,105104,2.5i Limited,21590
2022,Kia,K5,21131,GT-Line,33990
2014,Chevrolet,Cruze,86190,LS,13990
2015,Chrysler,Town & Country,87765,Touring,17990
2014,BMW,5 Series,42047,528i,22990
2018,Chevrolet,Silverado 1500 Crew Cab,31205,LT 5 3/4 ft,37990
2022,Jeep,Gladiator,5403,Willys 5 ft,49990
2013,Ford,Fusion,87543,SE,14990
2016,BMW,2 Series,49166,M235i xDrive,33990
2018,Ford,Focus,36075,SE,18590
2020,Nissan,Pathfinder,50312,SV,24823
2017,Nissan,Altima,81975,2.5 SR,17990
2010,Ford,Escape,72160,XLT,13990
2014,Ford,Escape,64736,Titanium,17990
2017,Subaru,Outback,96891,2.5i Premium,21990
2018,Hyundai,Ioniq Hybrid,36890,Limited,27590
2016,MAZDA,CX-3,70178,Grand Touring,20590
2013,Chevrolet,Traverse,98974,LT,16990
2019,Volkswagen,Atlas,48119,SE 4Motion w/Tech Pkg,33990
2022,Honda,Civic,11795,LX,29590
2021,Jeep,Gladiator,1903,Sport 5 ft,45590
2015,Volvo,XC60,89886,T5 Platinum (2015.5),20590
2010,Ford,Mustang,104386,base,14990
2017,Toyota,Camry,53119,LE,20990
2020,Dodge,Challenger,8535,R/T Scat Pack,46990
2020,Ford,Expedition MAX,81752,Limited,44590
2012,GMC,Canyon Extended Cab,84108,SLE 6 ft,16590
2014,Audi,A4,79804,Premium Plus,19990
2021,Toyota,Highlander,8772,LE,41590
2017,Chrysler,Pacifica,8224,Touring,29990
2012,MAZDA,MAZDA3,72475,i Touring,14990
2017,Volkswagen,Golf GTI,74574,S Hatchback,21590
2020,Ford,Fusion,61242,SE,19951
2021,Nissan,Rogue,35829,SV,29990
2015,Ford,Explorer,81450,XLT,22590
2018,Chevrolet,Cruze,69562,LS,16990
2018,GMC,Terrain,59766,SLE,20911
2016,Subaru,Legacy,42278,2.5i Premium,22590
2013,Lexus,GS,62628,GS 350,24990
2015,Volvo,S60,81978,T5 Premier (2015.5),17590
2021,Ram,1500 Crew Cab,17463,Big Horn 5 1/2 ft,45590
2013,Hyundai,Accent,25253,GLS,14990
2011,GMC,Terrain,17537,SLE,17990
2014,MINI,Clubman,79774,Cooper S,16990
2018,Toyota,Camry,42125,SE,26990
2012,Volvo,S60,81229,T6,15990
2013,Nissan,Altima,76819,2.5 S,15590
2018,BMW,X5,47060,sDrive35i,38590
2015,Honda,Civic,61841,LX,16990
2010,Chrysler,Sebring,96241,Touring,10990
2016,MAZDA,CX-5,55252,Sport,20990
2020,Alfa Romeo,Stelvio,19122,base,36590
2020,Volvo,XC40,35831,T5 Momentum,35990
2014,Acura,RDX,40904,base,23990
2015,Honda,Pilot,41115,Touring,31590
2013,Subaru,Impreza,88253,2.0i Premium,15990
2021,Toyota,Tacoma Double Cab,6418,TRD Off-Road 5 ft,42990
2011,Honda,Odyssey,84655,EX,17990
2022,Toyota,Corolla Hybrid,4232,LE,34990
2021,Ford,Edge,3374,SE,32990
2017,Chevrolet,Equinox,86629,LT,18590
2014,Kia,Soul,49590,base,15590
2017,Ford,Focus,57007,SE,16590
2019,Hyundai,Elantra,29103,SE,19990
2015,Jeep,Wrangler,57100,Sport,27990
2017,Toyota,Sienna,69878,XLE Premium,34590
2020,Nissan,Altima,57112,2.5 S,21203
2014,Honda,Pilot,24088,LX,23990
2016,Honda,CR-V,52232,EX-L,24990
2021,Toyota,RAV4 Prime,15601,XSE,59990
2011,GMC,Sierra 1500 Crew Cab,99395,SLE 5 3/4 ft,23990
2014,Ford,Mustang,45592,V6 Premium,22990
2014,Lexus,IS,87738,IS 350,27990
2013,Tesla,Model S,33254,Performance,42590
2015,Volkswagen,Golf SportWagen,103080,TDI S,16990
2013,Nissan,JUKE,50677,SL,18590
2009,Toyota,Corolla,82248,LE,13990
2018,Hyundai,Kona,36888,SEL,22990
2021,Kia,K5,25111,LXS,27990
2015,Mitsubishi,Mirage,85146,DE,11990
2019,Mercedes-Benz,Mercedes-AMG C-Class,25258,C 43 AMG,52590
2016,Chrysler,200,66358,Limited Platinum,16990
2016,Nissan,Versa,42391,SV,17590
2018,Chevrolet,Equinox,81607,LT,19990
2017,Audi,A3,68486,Premium Plus,26990
2017,Honda,Pilot,44781,Touring,33590
2017,Chevrolet,Cruze,36475,LT,18590
2014,Chevrolet,Cruze,85310,1LT,13990
2016,Lexus,RX,72453,RX 350,33990
2013,Volvo,XC90,84724,3.2,17990
2022,GMC,Canyon Crew Cab,2243,AT4 6 ft,47990
2016,GMC,Canyon Extended Cab,39432,SLE 6 ft,29590
2017,Hyundai,Sonata,42049,Sport,20990
2017,Mitsubishi,Outlander Sport,52728,SEL,19990
2017,Volkswagen,Jetta,73063,1.4T SE,17590
2016,Chevrolet,Camaro,77340,LT,23990
2015,Kia,Forte,83663,LX,13990
2018,MINI,Convertible,24640,Cooper S,32990
2022,Nissan,Frontier Crew Cab,917,PRO-4X 5 ft,49590
2012,Ford,F150 SuperCrew Cab,77521,XLT 5 1/2 ft,22990
2016,Chevrolet,Silverado 1500 Crew Cab,66017,LT 5 3/4 ft,34590
2018,Nissan,Rogue,63058,SL,21669
2020,Honda,Civic,44335,Sport,26990
2016,Toyota,Yaris,79857,L Hatchback,15590
2020,Nissan,Rogue Sport,79294,S,18990
2015,Ram,1500 Crew Cab,104603,Express 5 1/2 ft,24990
2018,Ford,F150 SuperCrew Cab,86962,XLT 5 1/2 ft,34590
2015,Ford,Explorer,99352,XLT,19990
2020,GMC,Yukon,62985,SLT,40993
2018,Honda,HR-V,28116,LX,24590
2019,Chevrolet,Spark,37622,ACTIV,18990
2018,Toyota,Corolla,89034,LE,17990
2017,FIAT,124 Spider,19634,Lusso,25590
2015,Subaru,XV Crosstrek,36674,Limited,23590
2014,MAZDA,CX-5,58788,Touring,20590
2018,Ford,C-MAX Hybrid,30354,SE,21990
2012,MAZDA,MX-5 Miata,28939,Grand Touring,23990
2018,Buick,Cascada,33354,Premium,27990
2017,Chrysler,300,66707,300C,22990
2015,Hyundai,Elantra,91670,SE,14590
2018,Toyota,Camry,52120,LE,23990
2016,Dodge,Dart,39002,SXT,16990
2014,BMW,7 Series,64303,750i,30590
2016,Lincoln,Navigator,57600,Select,36590
2014,Ford,Escape,87196,SE,15990
2016,Honda,CR-V,63485,EX-L,23590
2017,Acura,ILX,38495,base,23990
2012,Kia,Optima,77889,SX,16990
2012,Chevrolet,Camaro,65026,LT,19990
2015,Mercedes-Benz,CLA-Class,46432,CLA 250,24590
2018,Nissan,Sentra,56758,S,16990
2015,Chrysler,300,71666,300C Platinum,25590
2020,Chevrolet,Trax,21257,LS,20990
2014,BMW,i3,77385,base,17590
2016,Lexus,LS,37283,LS 460,38590
2020,Nissan,Frontier King Cab,7477,SV 6 ft,33590
2017,Ford,Explorer,53216,XLT,25990
2022,Honda,Ridgeline,6560,RTL-E 5 ft,47990
2013,Audi,Q5,77696,3.0T Premium Plus,22590
2017,Hyundai,Sonata,69501,SE,17990
2020,Buick,Encore,45958,Essence,22933
2018,Ford,Edge,72629,SE,19590
2015,Ford,Taurus,59883,SE,16590
2016,Chrysler,Town & Country,77839,Anniversary Edition,22990
2012,Lexus,IS,97894,IS 250,19590
2018,INFINITI,QX60,54335,3.5,28295
2020,Subaru,Forester,19751,Sport,33990
2014,BMW,7 Series,70893,750i xDrive,28990
2020,Buick,Encore GX,14725,Select,25990
2015,Acura,TLX,86842,3.5,21990
2017,Ford,Focus,41358,S,16990
2014,Chevrolet,Corvette,64815,Stingray,43990
2010,Ford,Mustang,87555,base,15990
2018,Hyundai,Sonata,67475,SE,19990
2016,Chevrolet,Silverado 1500 Double Cab,83398,LT 6 1/2 ft,27990
2019,Nissan,LEAF,50984,S,25990
2021,Chevrolet,Colorado Extended Cab,36347,Work Truck 6 ft,29990
2010,Volkswagen,Eos,95054,Lux Hard Top,13590
2014,Ford,Edge,49323,SE,19590
2012,Jeep,Wrangler,93187,Unlimited Sahara,28590
2011,Mercedes-Benz,SLK-Class,42964,SLK 300,24990
2018,INFINITI,Q50,27534,3.0t LUXE,30990
2014,Kia,Optima,97299,LX,14990
2021,Toyota,Highlander,11306,Platinum,51990
2016,Toyota,Prius,47635,Two,24990
2018,Kia,Forte,64885,LX,16990
2022,Toyota,Highlander,2359,XLE,49590
2021,Lexus,ES,12965,ES 300h,49990
2019,Chevrolet,Silverado 2500 HD Crew Cab,74872,High Country 6 1/2 ft,62144
2017,Ford,Fiesta,44479,SE,15590
2020,Kia,Sorento,55114,LX,23990
2017,Lexus,ES,28561,ES 350,33990
2014,BMW,5 Series,65528,535i xDrive,24990
2012,Honda,Pilot,71147,EX-L,22990
2018,Nissan,Frontier King Cab,40551,S 6 ft,23990
2014,Mercedes-Benz,SLK-Class,22586,SLK 350,36590
2014,Ford,Focus,88837,SE,12590
2013,Kia,Rio,79757,LX,12990
2019,MINI,Countryman,75946,John Cooper Works ALL4,30990
2018,Honda,CR-V,32505,EX-L,28990
2013,Audi,Q5,68107,3.0T Premium Plus,24590
2013,Buick,Encore,51979,base,16990
2015,Toyota,4Runner,99447,SR5,30590
2015,Nissan,Pathfinder,93015,S,16990
2016,Lexus,RX,33422,RX 350,34590
2017,Toyota,Highlander,79745,SE,28990
2009,Porsche,Boxster,62312,base,30990
2009,Dodge,Grand Caravan Passenger,79970,SXT,13590
2011,Lexus,ES,56625,ES 350,18990
2016,Hyundai,Tucson,102159,SE,16590
2015,Audi,A5,32796,Premium Plus,28590
2021,Toyota,RAV4,41957,LE,30990
2013,Nissan,Rogue,81773,S,16590
2012,BMW,3 Series,54093,328i,22590
2016,Honda,Civic,34933,EX,21990
2016,Honda,Civic,37052,LX,21990
2016,Chrysler,300,56022,300C,23590
2019,Genesis,G70,13004,2.0T Advanced,34590
2014,Ford,Fusion,5418,SE,18990
2015,Jaguar,F-TYPE,41933,base,38990
2018,Nissan,Rogue Sport,33206,S,21990
2014,BMW,X3,32900,xDrive28i,26990
2015,Buick,Encore,59525,Premium,18990
2017,Chevrolet,Camaro,8829,LT,29990
2019,Chevrolet,Equinox,76811,LS,20590
2013,Hyundai,Genesis,54803,3.8,18990
2019,Nissan,Sentra,94852,S,16573
2011,BMW,X3,70950,xDrive28i,17990
2020,Dodge,Grand Caravan Passenger,60270,GT,24590
2018,Alfa Romeo,Giulia,50187,Ti Sport,31990
2018,Nissan,Rogue,49280,SV,21990
2019,Chevrolet,Equinox,29383,LT,23700
2017,GMC,Terrain,93570,SLE-2,18590
2018,Chevrolet,Malibu,46292,LT,21590
2017,Ram,1500 Crew Cab,50593,Tradesman 6 1/3 ft,31990
2016,Honda,HR-V,88394,EX,19990
2011,Nissan,Rogue,101482,SV,14990
2017,Jaguar,XF,31953,XF 20d Premium,28990
2017,Subaru,Impreza,58222,2.0i Premium,20990
2013,Toyota,Avalon,85565,XLE Touring,19990
2015,Honda,Civic,79366,LX,17590
2016,Kia,Soul EV,36389,+,18990
2022,Toyota,RAV4 Hybrid,1474,XLE,44990
2018,Honda,Civic,70920,LX,22990
2013,Toyota,Prius,54309,Two,22990
2013,Toyota,RAV4,39685,Limited,24590
2017,Hyundai,Accent,104694,SE,13990
2021,MAZDA,CX-30,19427,Select,26990
2020,Audi,A5,35587,Premium,38990
2015,Chevrolet,Sonic,48751,LS Hatchback,14990
2016,Audi,S4,56690,Premium Plus,33990
2015,Jeep,Cherokee,95483,Latitude,18590
2014,Buick,Enclave,101184,Premium,20590
2016,Buick,Verano,60048,Sport Touring,16990
2017,Mercedes-Benz,CLA,58989,CLA 250,25990
2017,Acura,TLX,21967,3.5 w/Advance Pkg,28990
2014,Buick,Regal,55926,base,16990
2018,Toyota,RAV4,41612,XLE,27590
2018,Ford,Focus,75426,SE,14990
2020,Kia,Niro EV,2955,EX Premium,39990
2015,Subaru,Legacy,72079,2.5i Limited,19990
2018,MAZDA,MAZDA6,39393,Touring,24990
2014,Chrysler,Town & Country,84465,Touring,16990
2016,Nissan,LEAF,19116,SL,20990
2020,Hyundai,Ioniq Hybrid,48898,SEL,28590
2014,Nissan,Sentra,90477,SL,13990
2017,Dodge,Challenger,36152,T/A Plus,34990
2016,MINI,Countryman,60633,Cooper,19590
2019,Toyota,RAV4 Hybrid,28952,LE,36990
2017,Buick,Encore,45761,Preferred II,20590
2016,Volkswagen,Golf GTI,89514,S Hatchback,19990
2013,MINI,Countryman,58396,Cooper S,18990
2018,Tesla,Model 3,29979,Long Range,45990
2016,Mercedes-Benz,GLA,44175,GLA 250,27990
2017,MAZDA,CX-5,30049,Touring,24990
2019,Ford,Fiesta,47372,SE,15218
2020,Nissan,Kicks,46755,SV,21352
2019,Ford,Explorer,19645,XLT,36990
2019,Honda,Civic,28095,Sport,24990
2016,GMC,Canyon Crew Cab,56076,SLE 5 ft,28990
2019,Honda,Civic,18702,EX,28590
2021,Toyota,RAV4,38654,LE,30990
2012,Honda,Pilot,56415,EX-L,22990
2017,MAZDA,MX-5 Miata,40033,Grand Touring,26990
2012,Mercedes-Benz,GL-Class,52862,GL 550 4MATIC,29990
2015,BMW,2 Series,37721,M235i,33990
2012,Nissan,Titan Crew Cab,83434,SV 5 1/2 ft,20990
2016,Toyota,RAV4,45360,LE,23990
2019,Hyundai,Santa Fe,31044,2.4 SE,26990
2020,Toyota,RAV4,45601,LE,29221
2011,Mercedes-Benz,E-Class,51887,E 350,19990
2017,Toyota,Tacoma Access Cab,35707,SR 6 ft,28990
2014,Chevrolet,Equinox,84344,LT,16590
2020,Kia,Optima,55711,LX,20610
2018,Honda,HR-V,52895,EX,23590
2009,Porsche,Boxster,54931,base,33590
2016,Chevrolet,Trax,77707,LT,16590
2014,Ram,1500 Crew Cab,62193,Laramie 5 1/2 ft,35590
2009,Nissan,GT-R,87944,Premium,62590
2010,Lexus,IS,101230,IS 250 Sport,16990
2019,Acura,RDX,29964,SH-AWD Technology Pkg,36990
2019,Honda,Ridgeline,38883,Sport 5 ft,32990
2018,Nissan,LEAF,45642,SV,28590
2016,Ford,Fiesta,70204,SE,13990
2018,Chevrolet,Sonic,44538,LT,17590
2014,Buick,LaCrosse,84567,Leather,18590
2015,BMW,X1,69972,xDrive28i,20590
2020,Nissan,Armada,60241,SV,28700
2020,Nissan,Kicks,25760,SV,23590
2009,Ford,Fusion,101488,SE,10990
2015,Audi,RS 5,48749,base,48590
2019,Nissan,Rogue Sport,35115,S,22590
2011,Subaru,Impreza,99125,WRX Sport,21590
2017,Kia,Soul,61032,base,15590
2020,Kia,Sorento,59476,LX,25990
2017,Jeep,Compass,29636,High Altitude Edition,22590
2013,FIAT,500,51012,Pop,12990
2013,Kia,Sorento,79490,LX,16590
2018,Chevrolet,Malibu,89507,LT,17990
2016,Nissan,Sentra,22472,SV,19990
2016,Subaru,Crosstrek,102888,2.0i Limited,20990
2014,MAZDA,MAZDA6,95522,i Touring,16990
2016,Volkswagen,e-Golf,52076,SE Hatchback,18590
2018,Dodge,Durango,32854,GT,37590
2019,Lexus,ES,21607,ES 350 Ultra Luxury,43990
2016,Volkswagen,e-Golf,34418,SEL Premium Hatchback,21990
2014,Jeep,Grand Cherokee,88019,Summit,25990
2016,Ford,Fusion,48255,SE,18990
2022,Toyota,Highlander,10771,XLE,47990
2022,Kia,Carnival,4737,SX Prestige,62990
2017,Nissan,Versa,36299,S,14990
2014,Ford,Mustang,26700,V6 Premium,23990
2012,Jeep,Liberty,66293,Sport,16990
2020,Chevrolet,Tahoe,67755,LT,39990
2014,Nissan,Altima,61751,2.5 SL,17590
2022,Kia,Telluride,3506,EX,50990
2020,Chevrolet,Colorado Extended Cab,13134,Work Truck 6 ft,30990
2022,Toyota,RAV4 Prime,6390,XSE,64590
2021,Kia,Forte,2712,FE,24990
2020,Buick,Envision,11449,Essence,32590
2019,Chevrolet,Equinox,50370,LT,20990
2016,Toyota,Camry,9855,XLE,24590
2022,Honda,Pilot,409,Elite,52990
2016,Nissan,Altima,90839,2.5 S,15990
2020,Nissan,Rogue,20233,SL,32990
2019,Toyota,Camry,53901,LE,24590
2022,MINI,Hardtop 2 Door,5716,Cooper SE,39590
2016,Ram,1500 Regular Cab,14278,Express 6 1/3 ft,29990
2012,Jeep,Grand Cherokee,92291,Limited,20590
2014,Ford,Focus,76053,S,13590
2018,Nissan,Rogue,58370,SV,20793
2017,Ford,Flex,77528,SEL,23590
2020,Toyota,Highlander Hybrid,22620,LE,37990
2014,Nissan,Pathfinder,101692,Platinum,19990
2016,Hyundai,Accent,32159,SE,16990
2014,Toyota,Prius v,48840,Three,22990
2015,Kia,Sorento,97787,SX,19990
2017,Volkswagen,Passat,39531,1.8T SE,21590
2020,Chevrolet,Tahoe,64797,LT,38650
2014,Hyundai,Sonata,68259,SE,16990
2015,Ford,Focus,66106,SE,14990
2014,Cadillac,CTS,6007,3.6 Luxury Collection,29990
2019,Volkswagen,Jetta,6285,1.4T S,23590
2019,Ford,Fusion,38680,S,19990
2017,Honda,Civic,30352,EX-L,25990
2019,GMC,Terrain,41427,SLT Diesel,31590
2021,Toyota,Prius,252,LE,34990
2018,Ford,F150 SuperCrew Cab,36940,XL 5 1/2 ft,37990
2014,Hyundai,Elantra,94372,SE,14990
2014,Ford,Escape,83834,S,15590
2016,BMW,5 Series,70293,528i,23590
2021,Toyota,C-HR,21030,LE,26590
2016,Honda,Accord,77703,Sport,21990
2014,Toyota,Tacoma Access Cab,70257,6 ft,26990
2010,Chevrolet,Camaro,102599,SS,22990
2012,Jeep,Wrangler,17483,Sport,29590
2014,MAZDA,CX-5,46413,Touring,20990
2017,Hyundai,Tucson,46330,SE,21590
2016,Audi,S3,77526,Premium Plus,27990
2013,Buick,Enclave,49585,Premium,22990
2017,Mercedes-Benz,GLE,43240,GLE 350,35590
2016,Ford,Focus,79051,SE,14590
2016,Mercedes-Benz,C-Class,58697,C 300 4MATIC,25990
2019,Nissan,LEAF,8153,SV,28990
2016,Volkswagen,e-Golf,69288,SE Hatchback,16990
2014,Honda,CR-V,73868,LX,17990
2018,Dodge,Challenger,15565,SRT Hellcat Widebody,72590
2018,Mitsubishi,Eclipse Cross,44056,SE,20990
2014,Chrysler,Town & Country,61027,Touring,19990
2018,Nissan,Rogue,50739,S,20990
2021,Chevrolet,Silverado 2500 HD Crew Cab,3953,Custom 6 1/2 ft,58990
2015,Lincoln,MKS,74793,base,19590
2011,Lincoln,Town Car,59253,Signature Limited,17990
2012,Ram,1500 Quad Cab,35194,Express 6 1/3 ft,26990
2013,Honda,Accord,57340,LX,13590
2016,Volkswagen,Golf GTI,98850,Autobahn Hatchback,20990
2019,BMW,X2,22968,xDrive28i,34990
2018,Lincoln,MKC,20758,Select,29990
2013,Volkswagen,Jetta,55352,2.0L TDI,15990
2012,Audi,A6,75628,3.0T Quattro Premium,20990
2017,Hyundai,Elantra,95882,SE,15990
2019,Chevrolet,Malibu,57769,LS,21590
2012,Honda,Civic,49388,Si,21990
2017,Honda,Accord,46277,LX,21990
2019,Kia,Soul,24951,base,19990
2018,Chevrolet,Camaro,7188,ZL1,64980
2015,Subaru,Impreza,75842,2.0i Limited,18590
2017,Nissan,Rogue Sport,77940,SV,18990
2015,Chevrolet,Equinox,64052,LS,16990
2016,Chevrolet,Silverado 1500 Double Cab,43570,Work Truck 6 1/2 ft,31990
2017,Nissan,Pathfinder,104847,SL,21590
2014,Ford,Edge,96586,SE,15590
2014,Volkswagen,Jetta SportWagen,31558,2.0L TDI Sport,21590
2012,Cadillac,SRX,85564,base,17990
2012,Land Rover,Range Rover Evoque,63000,Dynamic,24990
2016,Chevrolet,Camaro,37436,LT,27590
2015,Mercedes-Benz,M-Class,68292,ML 350,25990
2013,Dodge,Charger,93186,R/T Max,22590
2014,Chevrolet,Corvette,16536,Stingray Z51,52990
2020,Subaru,Ascent,33122,Premium,34990
2018,BMW,5 Series,37629,530i xDrive,36590
2020,Ram,1500 Crew Cab,12451,Big Horn 5 1/2 ft,41990
2017,Kia,Forte,44025,LX,16590
2021,Toyota,Corolla,17980,LE,25590
2015,Jeep,Patriot,33842,Latitude,19990
2017,Mitsubishi,Mirage,34386,ES,15990
2017,Chevrolet,Equinox,60655,LS,18990
2015,Ford,Explorer,86195,XLT,21590
2019,Nissan,Rogue,29040,S,23990
2015,Jeep,Compass,67868,Sport,17990
2016,MAZDA,CX-5,44864,Touring,20990
2018,MAZDA,MAZDA6,85876,Touring,22990
2017,Honda,Civic,50408,EX-T,23590
2015,Cadillac,SRX,24148,Luxury Collection,28990
